Data File Name,ggoyal_High Sensitivity DNA Assay_DE24802700_2017-12-18_11-08-52.xad,,
Data File Path,C:\Users\jlchiniquy\Desktop\JGI_Computer_BackUp\JBEI,SynBio\MiSeq\20171211_Nextera_library_size_to_loading_concentration,
Date Created,"Monday, December 18, 2017 7:08:52 PM",,
Date Last Modified,"Monday, December 18, 2017 7:41:38 PM",,
Version Created,B.02.07.SI532,,
Version Last Modified,B.02.07.SI532,,
 ,,,
Assay Name,High Sensitivity DNA,,
Assay Path,C:\Program Files\Agilent\2100 bioanalyzer\2100 expert\assays\dsDNA,,
Assay Title,High Sensitivity DNA Assay,,
Assay Version,1,,
 ,,,
Number of Samples Run,8,,
 ,,,
Sample Name,0.1,,
Number of Events,2121,,
 ,,,
Time,Value,Library Loading Concentration (pM),Cluster Density (K/mm^2)
62.3,7.69553,,
62.35,7.732923,,
62.4,7.987608,,
62.45,8.178932,,
62.5,8.158405,,
62.55,8.044055,,
62.6,7.875046,,
62.65,7.8289,,
62.7,8.232781,,
62.75,8.482534,,
62.8,8.564292,,
62.85,8.547928,,
62.9,8.664428,,
62.95,8.803143,,
63,8.982677,,
63.05,9.140893,,
63.1,9.450035,,
63.15,9.458432,,
63.2,9.57475,,
63.25,9.493957,,
63.3,9.605914,,
63.35,9.80685,,
63.4,10.22613,,
63.45,10.78669,,
63.5,11.0849,,
63.55,11.11764,,
63.6,11.10488,,
63.65,11.03589,,
63.7,11.1032,,
63.75,11.34916,,
63.8,11.82366,,
63.85,12.08386,,
63.9,12.25117,,
63.95,12.29167,,
64,12.12802,,
64.05,12.03874,,
64.1,12.17181,,
64.15,12.69015,,
64.2,13.13573,,
64.25,13.39888,,
64.3,13.64212,,
64.35,13.75561,,
64.4,14.07171,,
64.45,14.58557,,
64.5,15.28849,,
64.55,15.91671,,
64.6,16.0544,,
64.65,15.92045,,
64.7,15.88639,,
64.75,15.80417,,
64.8,15.99927,,
64.85,16.00267,,
64.9,15.94207,,
64.95,15.90298,,
65,15.94908,,
65.05,16.21441,,
65.1,16.43596,,
65.15,16.5711,,
65.2,16.58065,,
65.25,16.62637,,
65.3,17.07298,,
65.35,17.52779,,
65.4,17.77472,,
65.45,18.00168,,
65.5,18.23521,,
65.55,18.36253,,
65.6,18.81724,,
65.65,19.49924,,
65.7,20.37385,,
65.75,21.16976,,
65.8,21.88274,,
65.85,22.52253,,
65.9,22.7686,,
65.95,23.19928,,
66,23.89182,,
66.05,24.46173,,
66.1,24.97741,,
66.15,24.82339,,
66.2,24.33075,,
66.25,23.81278,,
66.3,23.38533,,
66.35,23.2972,,
66.4,23.77288,,
66.45,23.5682,,
66.5,23.8729,,
66.55,24.04156,,
66.6,24.0869,,
66.65,24.4325,,
66.7,24.35419,,
66.75,24.08886,,
66.8,23.82555,,
66.85,23.47109,,
66.9,23.77187,,
66.95,24.26275,,
67,24.93421,,
67.05,25.41343,,
67.1,25.47667,,
67.15,25.25591,,
67.2,25.07214,,
67.25,25.12241,,
67.3,25.3335,,
67.35,25.31105,,
67.4,25.16317,,
67.45,25.02747,,
67.5,25.03123,,
67.55,25.04116,,
67.6,25.13053,,
67.65,25.44541,,
67.7,25.93142,,
67.75,26.47469,,
67.8,27.06942,,
67.85,27.7916,,
67.9,28.37319,,
67.95,28.42466,,
68,28.44678,,
68.05,28.60878,,
68.1,28.75071,,
68.15,28.59454,,
68.2,28.21045,,
68.25,27.91747,,
68.3,27.22891,,
68.35,26.58001,,
68.4,26.22894,,
68.45,26.00184,,
68.5,25.65462,,
68.55,25.301,,
68.6,25.10893,,
68.65,24.85155,,
68.7,24.57184,,
68.75,24.46475,,
68.8,24.68948,,
68.85,25.00455,,
68.9,25.3725,,
68.95,25.78366,,
69,26.09689,,
69.05,26.35775,,
69.1,26.46637,,
69.15,27.02747,,
69.2,27.64214,,
69.25,28.06454,,
69.3,28.38887,,
69.35,28.52553,,
69.4,28.26378,,
69.45,27.88187,,
69.5,27.4978,,
69.55,27.17072,,
69.6,26.74471,,
69.65,26.91923,,
69.7,26.87651,,
69.75,26.65873,,
69.8,26.49953,,
69.85,26.17566,,
69.9,25.61441,,
69.95,25.20291,,
70,24.87774,,
70.05,24.39331,,
70.1,23.59434,,
70.15,22.92488,,
70.2,22.1807,,
70.25,21.52361,,
70.3,21.0773,,
70.35,20.65035,,
70.4,20.41006,,
70.45,20.24804,,
70.5,19.98195,,
70.55,19.69402,,
70.6,19.247,,
70.65,18.82719,,
70.7,18.3515,,
70.75,17.75094,,
70.8,17.18982,,
70.85,16.90171,,
70.9,16.70068,,
70.95,16.46314,,
71,16.19253,,
71.05,16.1407,,
71.1,16.00249,,
71.15,15.95784,,
71.2,15.89095,,
71.25,15.76239,,
71.3,15.43516,,
71.35,15.31126,,
71.4,15.04307,,
71.45,14.6988,,
71.5,14.50527,,
71.55,14.60821,,
71.6,14.3909,,
71.65,14.30832,,
71.7,14.23473,,
71.75,14.14178,,
71.8,14.01396,,
71.85,14.20617,,
71.9,14.30298,,
71.95,13.9864,,
72,13.49058,,
72.05,13.10696,,
72.1,12.81084,,
72.15,12.68474,,
72.2,12.76165,,
72.25,12.74669,,
72.3,12.64806,,
72.35,12.65919,,
72.4,12.71005,,
72.45,12.94678,,
72.5,13.17625,,
72.55,13.23569,,
72.6,13.10735,,
72.65,13.25424,,
72.7,13.3617,,
72.75,13.41817,,
72.8,13.36314,,
72.85,13.26312,,
72.9,13.02637,,
72.95,12.5344,,
73,12.38861,,
73.05,12.54147,,
73.1,12.4891,,
73.15,12.63125,,
73.2,12.593,,
73.25,12.72465,,
73.3,12.74648,,
73.35,12.61355,,
73.4,12.93646,,
73.45,13.16197,,
73.5,13.16292,,
73.55,12.93784,,
73.6,12.73606,,
73.65,12.66267,,
73.7,12.42044,,
73.75,12.33482,,
73.8,12.35572,,
73.85,12.54382,,
73.9,12.83599,,
73.95,13.03781,,
74,13.17441,,
74.05,13.17826,,
74.1,13.16001,,
74.15,13.35076,,
74.2,13.76657,,
74.25,14.07708,,
74.3,14.17831,,
74.35,14.25124,,
74.4,14.38885,,
74.45,14.25575,,
74.5,13.85603,,
74.55,14.1229,,
74.6,14.1436,,
74.65,13.95682,,
74.7,14.1298,,
74.75,14.3822,,
74.8,14.30684,,
74.85,14.34101,,
74.9,14.44625,,
74.95,14.60658,,
75,14.24995,,
75.05,14.13304,,
75.1,14.10889,,
75.15,14.03115,,
75.2,14.2457,,
75.25,14.75157,,
75.3,15.00306,,
75.35,14.96093,,
75.4,14.86723,,
75.45,14.71127,,
75.5,14.30607,,
75.55,14.2511,,
75.6,14.69396,,
75.65,15.32302,,
75.7,15.81947,,
75.75,15.95276,,
75.8,15.81511,,
75.85,15.44721,,
75.9,15.28824,,
75.95,15.46544,,
76,15.82014,,
76.05,16.233,,
76.1,16.84567,,
76.15,17.23333,,
76.2,17.54892,,
76.25,17.66607,,
76.3,17.68254,,
76.35,17.28782,,
76.4,17.15694,,
76.45,17.25264,,
76.5,17.49811,,
76.55,17.21997,,
76.6,17.0148,,
76.65,16.96792,,
76.7,16.81756,,
76.75,16.9364,,
76.8,17.35716,,
76.85,17.68719,,
76.9,17.68668,,
76.95,17.38906,,
77,17.32675,,
77.05,17.48196,,
77.1,17.52002,,
77.15,17.46808,,
77.2,17.62084,,
77.25,17.85733,,
77.3,17.92369,,
77.35,17.89776,,
77.4,18.23623,,
77.45,18.75696,,
77.5,18.81508,,
77.55,18.92312,,
77.6,18.95135,,
77.65,18.64845,,
77.7,18.4133,,
77.75,18.18488,,
77.8,18.57516,,
77.85,18.82938,,
77.9,18.94298,,
77.95,18.96851,,
78,18.62415,,
78.05,18.64853,,
78.1,19.08573,,
78.15,19.54424,,
78.2,20.27514,,
78.25,20.80105,,
78.3,20.9051,,
78.35,20.52865,,
78.4,20.56204,,
78.45,20.73114,,
78.5,20.8826,,
78.55,20.77521,,
78.6,20.7897,,
78.65,20.62368,,
78.7,20.30694,,
78.75,20.50806,,
78.8,20.87138,,
78.85,21.08936,,
78.9,21.40404,,
78.95,21.69435,,
79,22.08421,,
79.05,22.0892,,
79.1,22.08878,,
79.15,22.1251,,
79.2,21.86257,,
79.25,22.03553,,
79.3,22.84242,,
79.35,23.31859,,
79.4,23.44447,,
79.45,22.9542,,
79.5,22.79502,,
79.55,22.37632,,
79.6,22.28833,,
79.65,22.5042,,
79.7,22.48671,,
79.75,22.59928,,
79.8,22.80111,,
79.85,22.97635,,
79.9,23.42881,,
79.95,23.38516,,
80,23.19601,,
80.05,22.96284,,
80.1,23.01156,,
80.15,23.23568,,
80.2,23.38932,,
80.25,23.54369,,
80.3,23.80348,,
80.35,24.20924,,
80.4,24.59166,,
80.45,24.71839,,
80.5,24.69983,,
80.55,24.41026,,
80.6,23.75961,,
80.65,23.5538,,
80.7,24.23753,,
80.75,24.85866,,
80.8,25.20489,,
80.85,25.70035,,
80.9,25.76084,,
