Data File Name,Ggoyal_High Sensitivity DNA Assay_DE24802700_2018-02-06_13-10-41.xad
Data File Path,C:\Users\jlchiniquy\Desktop\JGI_Computer_BackUp\JBEI,SynBio\MiSeq\20171211_Nextera_library_size_to_loading_concentration
Date Created,"Tuesday, February 06, 2018 9:10:42 PM"
Date Last Modified,"Tuesday, February 06, 2018 10:15:47 PM"
Version Created,B.02.07.SI532
Version Last Modified,B.02.07.SI532
 
Assay Name,High Sensitivity DNA
Assay Path,C:\Program Files\Agilent\2100 bioanalyzer\2100 expert\assays\dsDNA
Assay Title,High Sensitivity DNA Assay
Assay Version,1.0
 
Number of Samples Run,11
 
Sample Name,Ladder
Number of Events,2121
 
Time,Value
74.4,-2.256841
74.45,-2.324603
74.5,-2.346901
74.55,-2.363871
74.6,-2.373233
74.65,-2.407435
74.7,-2.455965
74.75,-2.553333
74.8,-2.592891
74.85,-2.512926
74.9,-2.388379
74.95,-2.29837
75,-2.280807
75.05,-2.275296
75.1,-2.21365
75.15,-1.773475
75.2,-0.7094043
75.25,1.226074
75.3,4.520779
75.35,9.627652
75.4,16.98959
75.45,26.03644
75.5,36.40482
75.55,46.98502
75.6,56.66486
75.65,64.02323
75.7,67.70729
75.75,67.26263
75.8,63.07373
75.85,56.04536
75.9,47.21048
75.95,38.01291
76,29.52471
76.05,22.15248
76.1,16.32115
76.15,12.11572
76.2,9.274731
76.25,7.165679
76.3,5.587613
76.35,4.527612
76.4,3.691071
76.45,3.113766
76.5,2.703553
76.55,2.269132
76.6,1.93284
76.65,1.592819
76.7,1.162776
76.75,0.8104718
76.8,0.4139584
76.85,8.009175E-02
76.9,-0.2387634
76.95,-0.3906052
77,-0.4259338
77.05,-0.5465835
77.1,-0.5599685
77.15,-0.5085166
77.2,-0.4886003
77.25,-0.5130869
77.3,-0.5530912
77.35,-0.6257702
77.4,-0.7266668
77.45,-0.8403119
77.5,-0.9244752
77.55,-0.9597401
77.6,-1.036646
77.65,-1.181803
77.7,-1.18603
77.75,-1.127382
77.8,-1.124887
77.85,-1.150546
77.9,-1.207292
77.95,-1.239275
78,-1.216652
78.05,-1.143214
78.1,-1.101054
78.15,-1.122068
78.2,-1.155522
78.25,-1.19907
78.3,-1.198958
78.35,-1.08999
78.4,-0.9733016
78.45,-0.8868644
78.5,-0.8177732
78.55,-0.7963669
78.6,-0.8856807
78.65,-0.9194819
78.7,-0.9075494
78.75,-0.8303781
78.8,-0.7522979
78.85,-0.5841885
78.9,-0.5293187
78.95,-0.5137703
79,-0.5752869
79.05,-0.6043395
79.1,-0.670748
79.15,-0.8175542
79.2,-0.8702336
79.25,-1.038903
79.3,-1.201635
79.35,-1.289754
79.4,-1.36815
79.45,-1.406781
79.5,-1.453761
79.55,-1.460223
79.6,-1.436583
79.65,-1.440099
79.7,-1.395254
79.75,-1.416635
79.8,-1.425678
79.85,-1.402656
79.9,-1.389624
79.95,-1.405671
80,-1.427376
80.05,-1.441182
80.1,-1.561016
80.15,-1.705112
80.2,-1.775382
80.25,-1.812701
80.3,-1.832396
80.35,-1.854815
80.4,-1.804985
80.45,-1.813337
80.5,-1.854677
80.55,-1.865297
80.6,-1.875894
80.65,-1.935162
80.7,-1.917696
80.75,-1.867908
80.8,-1.8384
80.85,-1.801803
80.9,-1.840135
80.95,-1.89852
81,-2.007248
81.05,-2.125092
81.1,-2.155276
81.15,-2.111527
81.2,-1.832775
81.25,-1.231071
81.3,-0.1839563
81.35,1.667844
81.4,4.652657
81.45,9.140818
81.5,15.20188
81.55,22.69138
81.6,31.11646
81.65,39.59536
81.7,47.60579
81.75,54.43561
81.8,59.00547
81.85,60.86575
81.9,60.0238
81.95,56.84503
82,51.4918
82.05,44.99865
82.1,38.41283
82.15,31.86867
82.2,25.9877
82.25,21.18425
82.3,17.36748
82.35,14.27795
82.4,11.79646
82.45,9.918646
82.5,8.367847
82.55,7.149846
82.6,6.259595
82.65,5.59403
82.7,5.051512
82.75,4.648627
82.8,4.178473
82.85,3.758354
82.9,3.432239
82.95,3.204661
83,2.925247
83.05,2.691776
83.1,2.479567
83.15,2.329621
83.2,2.169686
83.25,2.113074
83.3,2.081707
83.35,2.006239
83.4,1.939099
83.45,1.813129
83.5,1.617164
83.55,1.402673
83.6,1.426154
83.65,1.514188
83.7,1.558801
83.75,1.480233
83.8,1.367846
83.85,1.266314
83.9,1.259366
83.95,1.296106
84,1.407272
84.05,1.501933
84.1,1.516875
84.15,1.465853
84.2,1.414694
84.25,1.348819
84.3,1.256027
84.35,1.26968
84.4,1.396356
84.45,1.411153
84.5,1.334351
84.55,1.199877
84.6,1.097955
84.65,1.019727
84.7,1.046124
84.75,0.9889383
84.8,0.9441427
84.85,0.8239907
84.9,0.6975659
84.95,0.6328415
85,0.5831757
85.05,0.6108165
85.1,0.5156708
85.15,0.2821723
85.2,0.1072137
85.25,-7.094049E-02
85.3,-0.1597114
85.35,-0.2532928
85.4,-0.3485389
85.45,-0.4881082
85.5,-0.6671705
85.55,-0.765424
85.6,-0.7711529
85.65,-0.6939794
85.7,-0.4782536
85.75,-9.866181E-02
85.8,0.4944003
85.85,1.491221
85.9,3.202971
85.95,5.85969
86,9.657356
86.05,14.83714
86.1,21.5165
86.15,29.44811
86.2,38.42336
86.25,47.78156
86.3,56.45463
86.35,63.76754
86.4,68.63068
86.45,70.83093
86.5,70.18285
86.55,66.86417
86.6,61.21123
